State,value,Analog,Category,
GA_Ben Hill,TX_Fayette,good analog,Speciality Crop,
GA_Ben Hill,TX_Frio,good analog,Speciality Crop,
GA_Ben Hill,TX_Uvalde,good analog,Speciality Crop,
GA_Ben Hill,TX_Kinney,good analog,Non Speciality Crop,
GA_Ben Hill,TX_Washington,good analog,Speciality Crop,
GA_Ben Hill,TX_Karnes,good analog,Non Speciality Crop,
GA_Berrien,TX_Atascosa,good analog,Speciality Crop,
GA_Berrien,TX_Frio,good analog,Speciality Crop,
GA_Berrien,TX_Wilson,good analog,Speciality Crop,
GA_Berrien,TX_Goliad,good analog,Non Speciality Crop,
GA_Berrien,TX_Webb,good analog,Non Speciality Crop,
GA_Berrien,TX_Lavaca,good analog,Speciality Crop,
GA_Berrien,TX_Colorado,good analog,Speciality Crop,
GA_Berrien,TX_Karnes,good analog,Non Speciality Crop,
GA_Berrien,TX_Maverick,good analog,Speciality Crop,
GA_Berrien,TX_McMullen,good analog,Non Speciality Crop,
GA_Brooks,TX_Goliad,good analog,Non Speciality Crop,
GA_Brooks,TX_Atascosa,good analog,Speciality Crop,
GA_Brooks,TX_Frio,good analog,Speciality Crop,
GA_Brooks,TX_Karnes,good analog,Non Speciality Crop,
GA_Brooks,TX_Webb,good analog,Non Speciality Crop,
GA_Brooks,TX_Lavaca,good analog,Speciality Crop,
GA_Brooks,TX_Wilson,good analog,Speciality Crop,
GA_Brooks,TX_McMullen,good analog,Non Speciality Crop,
GA_Brooks,TX_Maverick,good analog,Speciality Crop,
GA_Brooks,TX_Colorado,good analog,Speciality Crop,
GA_Bulloch,TX_Lavaca,good analog,Speciality Crop,
GA_Bulloch,TX_Colorado,good analog,Speciality Crop,
GA_Bulloch,TX_Bexar,good analog,Speciality Crop,
GA_Bulloch,TX_Wilson,good analog,Speciality Crop,
GA_Bulloch,TX_Gonzales,good analog,Speciality Crop,
GA_Bulloch,TX_Fayette,good analog,Speciality Crop,
GA_Bulloch,TX_Uvalde,good analog,Speciality Crop,
GA_Burke,TX_Caldwell,good analog,Speciality Crop,
GA_Burke,TX_Burleson,good analog,Speciality Crop,
GA_Burke,TX_Madison,good analog,Speciality Crop,
GA_Burke,TX_Washington,good analog,Speciality Crop,
GA_Burke,TX_Trinity,good analog,Non Speciality Crop,
GA_Burke,TX_Hays,good analog,Non Speciality Crop,
GA_Burke,TX_Guadalupe,good analog,Speciality Crop,
GA_Burke,TX_Blanco,good analog,Non Speciality Crop,
GA_Burke,TX_Robertson,good analog,Speciality Crop,
GA_Burke,TX_Milam,good analog,Speciality Crop,
GA_Candler,TX_Wilson,good analog,Speciality Crop,
GA_Candler,TX_Colorado,good analog,Speciality Crop,
GA_Candler,TX_Gonzales,good analog,Speciality Crop,
GA_Candler,TX_Fayette,good analog,Speciality Crop,
GA_Candler,TX_Lavaca,good analog,Speciality Crop,
GA_Candler,TX_Bexar,good analog,Speciality Crop,
GA_Candler,TX_Atascosa,good analog,Speciality Crop,
GA_Candler,TX_Washington,good analog,Speciality Crop,
GA_Candler,TX_Goliad,good analog,Non Speciality Crop,
GA_Clinch,TX_Goliad,good analog,Non Speciality Crop,
GA_Clinch,TX_Webb,good analog,Non Speciality Crop,
GA_Clinch,TX_Atascosa,good analog,Speciality Crop,
GA_Clinch,TX_Duval,good analog,Non Speciality Crop,
GA_Clinch,TX_Jim Wells,good analog,Non Speciality Crop,
GA_Clinch,TX_Lavaca,good analog,Speciality Crop,
GA_Clinch,TX_Frio,good analog,Speciality Crop,
GA_Clinch,TX_McMullen,good analog,Non Speciality Crop,
GA_Colquitt,TX_Atascosa,good analog,Speciality Crop,
GA_Colquitt,TX_Frio,good analog,Speciality Crop,
GA_Colquitt,TX_Wilson,good analog,Speciality Crop,
GA_Colquitt,TX_Goliad,good analog,Non Speciality Crop,
GA_Colquitt,TX_Karnes,good analog,Non Speciality Crop,
GA_Colquitt,TX_Lavaca,good analog,Speciality Crop,
GA_Colquitt,TX_Colorado,good analog,Speciality Crop,
GA_Colquitt,TX_Bexar,good analog,Speciality Crop,
GA_Colquitt,TX_Bee,good analog,Non Speciality Crop,
GA_Colquitt,TX_Maverick,good analog,Speciality Crop,
GA_Cook,TX_Atascosa,good analog,Speciality Crop,
GA_Cook,TX_Frio,good analog,Speciality Crop,
GA_Cook,TX_Wilson,good analog,Speciality Crop,
GA_Cook,TX_Goliad,good analog,Non Speciality Crop,
GA_Cook,TX_Lavaca,good analog,Speciality Crop,
GA_Cook,TX_Webb,good analog,Non Speciality Crop,
GA_Cook,TX_Karnes,good analog,Non Speciality Crop,
GA_Cook,TX_Maverick,good analog,Speciality Crop,
GA_Cook,TX_Colorado,good analog,Speciality Crop,
GA_Cook,TX_McMullen,good analog,Non Speciality Crop,
GA_Crisp,TX_Wilson,good analog,Speciality Crop,
GA_Crisp,TX_Atascosa,good analog,Speciality Crop,
GA_Crisp,TX_Gonzales,good analog,Speciality Crop,
GA_Crisp,TX_Frio,good analog,Speciality Crop,
GA_Crisp,TX_Fayette,good analog,Speciality Crop,
GA_Crisp,TX_Bexar,good analog,Speciality Crop,
GA_Crisp,TX_Colorado,good analog,Speciality Crop,
GA_Crisp,TX_Washington,good analog,Speciality Crop,
GA_Crisp,TX_Guadalupe,good analog,Speciality Crop,
GA_Crisp,TX_Karnes,good analog,Non Speciality Crop,
GA_Decatur,TX_Atascosa,good analog,Speciality Crop,
GA_Decatur,TX_Frio,good analog,Speciality Crop,
GA_Decatur,TX_Goliad,good analog,Non Speciality Crop,
GA_Decatur,TX_Karnes,good analog,Non Speciality Crop,
GA_Decatur,TX_McMullen,good analog,Non Speciality Crop,
GA_Decatur,TX_Maverick,good analog,Speciality Crop,
GA_Decatur,TX_La Salle,good analog,Non Speciality Crop,
GA_Decatur,TX_Live Oak,good analog,Non Speciality Crop,
GA_Decatur,TX_Lavaca,good analog,Speciality Crop,
GA_Decatur,TX_Bee,good analog,Non Speciality Crop,
GA_Echols,TX_Goliad,good analog,Non Speciality Crop,
GA_Echols,TX_Webb,good analog,Non Speciality Crop,
GA_Echols,TX_Atascosa,good analog,Speciality Crop,
GA_Echols,TX_Frio,good analog,Speciality Crop,
GA_Echols,TX_Duval,good analog,Non Speciality Crop,
GA_Echols,TX_Lavaca,good analog,Speciality Crop,
GA_Echols,TX_Wilson,good analog,Speciality Crop,
GA_Echols,TX_Jim Hogg,good analog,Non Speciality Crop,
GA_Echols,TX_Jim Wells,good analog,Non Speciality Crop,
GA_Evans,TX_Colorado,good analog,Speciality Crop,
GA_Evans,TX_Wilson,good analog,Speciality Crop,
GA_Evans,TX_Gonzales,good analog,Speciality Crop,
GA_Evans,TX_Fayette,good analog,Speciality Crop,
GA_Evans,TX_Lavaca,good analog,Speciality Crop,
GA_Evans,TX_Washington,good analog,Speciality Crop,
GA_Evans,TX_Uvalde,good analog,Speciality Crop,
GA_Evans,TX_Kinney,good analog,Non Speciality Crop,
GA_Grady,TX_Atascosa,good analog,Speciality Crop,
GA_Grady,TX_Goliad,good analog,Non Speciality Crop,
GA_Grady,TX_Frio,good analog,Speciality Crop,
GA_Grady,TX_Karnes,good analog,Non Speciality Crop,
GA_Grady,TX_McMullen,good analog,Non Speciality Crop,
GA_Grady,TX_Bee,good analog,Non Speciality Crop,
GA_Grady,TX_Wilson,good analog,Speciality Crop,
GA_Grady,TX_Maverick,good analog,Speciality Crop,
GA_Grady,TX_Lavaca,good analog,Speciality Crop,
GA_Grady,TX_Live Oak,good analog,Non Speciality Crop,
GA_Houston,TX_Washington,good analog,Speciality Crop,
GA_Houston,TX_Guadalupe,good analog,Speciality Crop,
GA_Houston,TX_San Jacinto,good analog,Non Speciality Crop,
GA_Houston,TX_Caldwell,good analog,Speciality Crop,
GA_Houston,TX_Burleson,good analog,Speciality Crop,
GA_Houston,TX_Trinity,good analog,Non Speciality Crop,
GA_Houston,TX_Polk,good analog,Non Speciality Crop,
GA_Houston,TX_Colorado,good analog,Speciality Crop,
GA_Houston,TX_Madison,good analog,Speciality Crop,
GA_Houston,TX_Hays,good analog,Non Speciality Crop,
GA_Jefferson,TX_Burleson,good analog,Speciality Crop,
GA_Jefferson,TX_Hays,good analog,Non Speciality Crop,
GA_Jefferson,TX_Madison,good analog,Speciality Crop,
GA_Jefferson,TX_Caldwell,good analog,Speciality Crop,
GA_Jefferson,TX_Blanco,good analog,Non Speciality Crop,
GA_Jefferson,TX_Washington,good analog,Speciality Crop,
GA_Jefferson,TX_Robertson,good analog,Speciality Crop,
GA_Jefferson,TX_Trinity,good analog,Non Speciality Crop,
GA_Jefferson,TX_Travis,good analog,Speciality Crop,
GA_Jefferson,TX_San Jacinto,good analog,Non Speciality Crop,
GA_Lanier,TX_Goliad,good analog,Non Speciality Crop,
GA_Lanier,TX_Atascosa,good analog,Speciality Crop,
GA_Lanier,TX_Webb,good analog,Non Speciality Crop,
GA_Lanier,TX_Frio,good analog,Speciality Crop,
GA_Lanier,TX_McMullen,good analog,Non Speciality Crop,
GA_Lanier,TX_Maverick,good analog,Speciality Crop,
GA_Lanier,TX_Dimmit,good analog,Non Speciality Crop,
GA_Lanier,TX_Bee,good analog,Non Speciality Crop,
GA_Lanier,TX_Lavaca,good analog,Speciality Crop,
GA_Lanier,TX_Colorado,good analog,Speciality Crop,
GA_Lee,TX_Gonzales,good analog,Speciality Crop,
GA_Lee,TX_Colorado,good analog,Speciality Crop,
GA_Lee,TX_Fayette,good analog,Speciality Crop,
GA_Lee,TX_Wilson,good analog,Speciality Crop,
GA_Lee,TX_Washington,good analog,Speciality Crop,
GA_Lee,TX_Guadalupe,good analog,Speciality Crop,
GA_Lee,TX_Lavaca,good analog,Speciality Crop,
GA_Lee,TX_Atascosa,good analog,Speciality Crop,
GA_Lee,TX_Bexar,good analog,Speciality Crop,
GA_Lowndes,TX_Goliad,good analog,Non Speciality Crop,
GA_Lowndes,TX_Atascosa,good analog,Speciality Crop,
GA_Lowndes,TX_Webb,good analog,Non Speciality Crop,
GA_Lowndes,TX_Frio,good analog,Speciality Crop,
GA_Lowndes,TX_Karnes,good analog,Non Speciality Crop,
GA_Lowndes,TX_McMullen,good analog,Non Speciality Crop,
GA_Lowndes,TX_Bee,good analog,Non Speciality Crop,
GA_Lowndes,TX_Wilson,good analog,Speciality Crop,
GA_Lowndes,TX_Zavala,good analog,Speciality Crop,
GA_Lowndes,TX_Live Oak,good analog,Non Speciality Crop,
GA_Mitchell,TX_Atascosa,good analog,Speciality Crop,
GA_Mitchell,TX_Lavaca,good analog,Speciality Crop,
GA_Mitchell,TX_Wilson,good analog,Speciality Crop,
GA_Mitchell,TX_Frio,good analog,Speciality Crop,
GA_Mitchell,TX_Goliad,good analog,Non Speciality Crop,
GA_Mitchell,TX_McMullen,good analog,Non Speciality Crop,
GA_Mitchell,TX_Colorado,good analog,Speciality Crop,
GA_Mitchell,TX_Karnes,good analog,Non Speciality Crop,
GA_Mitchell,TX_Bexar,good analog,Speciality Crop,
GA_Mitchell,TX_Maverick,good analog,Speciality Crop,
GA_Montgomery,TX_Colorado,good analog,Speciality Crop,
GA_Montgomery,TX_Wilson,good analog,Speciality Crop,
GA_Montgomery,TX_Lavaca,good analog,Speciality Crop,
GA_Montgomery,TX_Atascosa,good analog,Speciality Crop,
GA_Montgomery,TX_Goliad,good analog,Non Speciality Crop,
GA_Montgomery,TX_Gonzales,good analog,Speciality Crop,
GA_Montgomery,TX_Fayette,good analog,Speciality Crop,
GA_Montgomery,TX_Bexar,good analog,Speciality Crop,
GA_Pierce,TX_Webb,good analog,Non Speciality Crop,
GA_Pierce,TX_Goliad,good analog,Non Speciality Crop,
GA_Pierce,TX_Atascosa,good analog,Speciality Crop,
GA_Pierce,TX_Duval,good analog,Non Speciality Crop,
GA_Pierce,TX_Colorado,good analog,Speciality Crop,
GA_Pierce,TX_Lavaca,good analog,Speciality Crop,
GA_Pierce,TX_Jim Wells,good analog,Non Speciality Crop,
GA_Pierce,TX_Frio,good analog,Speciality Crop,
GA_Pierce,TX_Wilson,good analog,Speciality Crop,
GA_Pierce,GA_Charlton,good analog,Non Speciality Crop,
GA_Pulaski,TX_Washington,good analog,Speciality Crop,
GA_Pulaski,TX_Colorado,good analog,Speciality Crop,
GA_Pulaski,TX_Fayette,good analog,Speciality Crop,
GA_Pulaski,TX_Gonzales,good analog,Speciality Crop,
GA_Pulaski,TX_Burleson,good analog,Speciality Crop,
GA_Pulaski,TX_Guadalupe,good analog,Speciality Crop,
GA_Pulaski,TX_Wilson,good analog,Speciality Crop,
GA_Pulaski,TX_San Jacinto,good analog,Non Speciality Crop,
GA_Screven,TX_Fayette,good analog,Speciality Crop,
GA_Screven,TX_Washington,good analog,Speciality Crop,
GA_Screven,TX_Colorado,good analog,Speciality Crop,
GA_Screven,TX_Gonzales,good analog,Speciality Crop,
GA_Screven,TX_Guadalupe,good analog,Speciality Crop,
GA_Screven,TX_Lavaca,good analog,Speciality Crop,
GA_Screven,TX_San Jacinto,good analog,Non Speciality Crop,
GA_Screven,TX_Caldwell,good analog,Speciality Crop,
GA_Screven,TX_Wilson,good analog,Speciality Crop,
GA_Seminole,TX_Goliad,good analog,Non Speciality Crop,
GA_Seminole,TX_Atascosa,good analog,Speciality Crop,
GA_Seminole,TX_Frio,good analog,Speciality Crop,
GA_Seminole,TX_Karnes,good analog,Non Speciality Crop,
GA_Seminole,TX_Wilson,good analog,Speciality Crop,
GA_Seminole,TX_Lavaca,good analog,Speciality Crop,
GA_Seminole,TX_McMullen,good analog,Non Speciality Crop,
GA_Seminole,TX_Maverick,good analog,Speciality Crop,
GA_Seminole,TX_Dimmit,good analog,Non Speciality Crop,
GA_Seminole,TX_Live Oak,good analog,Non Speciality Crop,
GA_Sumter,TX_Washington,good analog,Speciality Crop,
GA_Sumter,TX_Colorado,good analog,Speciality Crop,
GA_Sumter,TX_Fayette,good analog,Speciality Crop,
GA_Sumter,TX_Guadalupe,good analog,Speciality Crop,
GA_Sumter,TX_Gonzales,good analog,Speciality Crop,
GA_Sumter,TX_Burleson,good analog,Speciality Crop,
GA_Sumter,TX_Brazos,good analog,Speciality Crop,
GA_Sumter,TX_Caldwell,good analog,Speciality Crop,
GA_Sumter,TX_San Jacinto,good analog,Non Speciality Crop,
GA_Sumter,TX_Lavaca,good analog,Speciality Crop,
GA_Tattnall,TX_Colorado,good analog,Speciality Crop,
GA_Tattnall,TX_Lavaca,good analog,Speciality Crop,
GA_Tattnall,TX_Wilson,good analog,Speciality Crop,
GA_Tattnall,TX_Gonzales,good analog,Speciality Crop,
GA_Tattnall,TX_Bexar,good analog,Speciality Crop,
GA_Tattnall,TX_Washington,good analog,Speciality Crop,
GA_Tattnall,TX_Fayette,good analog,Speciality Crop,
GA_Tattnall,TX_Goliad,good analog,Non Speciality Crop,
GA_Thomas,TX_Goliad,good analog,Non Speciality Crop,
GA_Thomas,TX_Atascosa,good analog,Speciality Crop,
GA_Thomas,TX_Frio,good analog,Speciality Crop,
GA_Thomas,TX_Karnes,good analog,Non Speciality Crop,
GA_Thomas,TX_Wilson,good analog,Speciality Crop,
GA_Thomas,TX_McMullen,good analog,Non Speciality Crop,
GA_Thomas,TX_Lavaca,good analog,Speciality Crop,
GA_Thomas,TX_Bee,good analog,Non Speciality Crop,
GA_Thomas,TX_Live Oak,good analog,Non Speciality Crop,
GA_Thomas,TX_Maverick,good analog,Speciality Crop,
GA_Tift,TX_Colorado,good analog,Speciality Crop,
GA_Tift,TX_Wilson,good analog,Speciality Crop,
GA_Tift,TX_Gonzales,good analog,Speciality Crop,
GA_Tift,TX_Bexar,good analog,Speciality Crop,
GA_Tift,TX_Goliad,good analog,Non Speciality Crop,
GA_Tift,TX_Fayette,good analog,Speciality Crop,
GA_Tift,TX_Karnes,good analog,Non Speciality Crop,
GA_Tift,TX_Lavaca,good analog,Speciality Crop,
GA_Tift,TX_Atascosa,good analog,Speciality Crop,
GA_Tift,TX_Guadalupe,good analog,Speciality Crop,
GA_Toombs,TX_Colorado,good analog,Speciality Crop,
GA_Toombs,TX_Wilson,good analog,Speciality Crop,
GA_Toombs,TX_Lavaca,good analog,Speciality Crop,
GA_Toombs,TX_Gonzales,good analog,Speciality Crop,
GA_Toombs,TX_Fayette,good analog,Speciality Crop,
GA_Toombs,TX_Bexar,good analog,Speciality Crop,
GA_Toombs,TX_Atascosa,good analog,Speciality Crop,
GA_Toombs,TX_Goliad,good analog,Non Speciality Crop,
GA_Turner,TX_Gonzales,good analog,Speciality Crop,
GA_Turner,TX_Colorado,good analog,Speciality Crop,
GA_Turner,TX_Wilson,good analog,Speciality Crop,
GA_Turner,TX_Fayette,good analog,Speciality Crop,
GA_Turner,TX_Bexar,good analog,Speciality Crop,
GA_Turner,TX_Lavaca,good analog,Speciality Crop,
GA_Turner,TX_Guadalupe,good analog,Speciality Crop,
GA_Turner,TX_Washington,good analog,Speciality Crop,
GA_Turner,TX_Atascosa,good analog,Speciality Crop,
GA_Turner,TX_Goliad,good analog,Non Speciality Crop,
GA_Upson,TX_Blanco,good analog,Non Speciality Crop,
GA_Upson,TX_Freestone,good analog,Non Speciality Crop,
GA_Upson,TX_Hays,good analog,Non Speciality Crop,
GA_Upson,TX_Leon,good analog,Non Speciality Crop,
GA_Upson,TX_Val Verde,good analog,Non Speciality Crop,
GA_Upson,TX_Trinity,good analog,Non Speciality Crop,
GA_Ware,TX_Webb,good analog,Non Speciality Crop,
GA_Ware,TX_Goliad,good analog,Non Speciality Crop,
GA_Ware,TX_Atascosa,good analog,Speciality Crop,
GA_Ware,TX_Duval,good analog,Non Speciality Crop,
GA_Ware,TX_Frio,good analog,Speciality Crop,
GA_Ware,TX_Jim Wells,good analog,Non Speciality Crop,
GA_Ware,TX_Colorado,good analog,Speciality Crop,
GA_Ware,TX_Lavaca,good analog,Speciality Crop,
GA_Ware,TX_Wilson,good analog,Speciality Crop,
GA_Warren,TX_Freestone,good analog,Non Speciality Crop,
GA_Warren,TX_Bosque,good analog,Speciality Crop,
GA_Warren,TX_Limestone,good analog,Non Speciality Crop,
GA_Warren,TX_Blanco,good analog,Non Speciality Crop,
GA_Warren,TX_Coryell,good analog,Speciality Crop,
GA_Warren,TX_Somervell,good analog,Non Speciality Crop,
GA_Warren,TX_Johnson,good analog,Non Speciality Crop,
GA_Washington,TX_Blanco,good analog,Non Speciality Crop,
GA_Washington,TX_Leon,good analog,Non Speciality Crop,
GA_Washington,TX_Hays,good analog,Non Speciality Crop,
GA_Washington,TX_Madison,good analog,Speciality Crop,
GA_Washington,TX_San Jacinto,good analog,Non Speciality Crop,
GA_Washington,TX_Freestone,good analog,Non Speciality Crop,
GA_Washington,TX_Houston,good analog,Non Speciality Crop,
GA_Washington,TX_Robertson,good analog,Speciality Crop,
GA_Washington,TX_Trinity,good analog,Non Speciality Crop,
GA_Wayne,TX_Goliad,good analog,Non Speciality Crop,
GA_Wayne,TX_Lavaca,good analog,Speciality Crop,
GA_Wayne,TX_Webb,good analog,Non Speciality Crop,
GA_Wayne,TX_Colorado,good analog,Speciality Crop,
GA_Wayne,TX_Wilson,good analog,Speciality Crop,
GA_Wayne,TX_Atascosa,good analog,Speciality Crop,
GA_Wayne,TX_Duval,good analog,Non Speciality Crop,
GA_Wayne,TX_Jim Wells,good analog,Non Speciality Crop,
GA_Wilcox,TX_Colorado,good analog,Speciality Crop,
GA_Wilcox,TX_Washington,good analog,Speciality Crop,
GA_Wilcox,TX_Fayette,good analog,Speciality Crop,
GA_Wilcox,TX_Gonzales,good analog,Speciality Crop,
GA_Wilcox,TX_Wilson,good analog,Speciality Crop,
GA_Wilcox,TX_Guadalupe,good analog,Speciality Crop,
GA_Wilcox,TX_Caldwell,good analog,Speciality Crop,
GA_Worth,TX_Colorado,good analog,Speciality Crop,
GA_Worth,TX_Lavaca,good analog,Speciality Crop,
GA_Worth,TX_Wilson,good analog,Speciality Crop,
GA_Worth,TX_Gonzales,good analog,Speciality Crop,
GA_Worth,TX_Fayette,good analog,Speciality Crop,
GA_Worth,TX_Bexar,good analog,Speciality Crop,
GA_Worth,TX_Goliad,good analog,Non Speciality Crop,
GA_Worth,TX_Atascosa,good analog,Speciality Crop,
GA_Worth,TX_Guadalupe,good analog,Speciality Crop,
GA_Worth,TX_Frio,good analog,Speciality Crop,
IA_Hardin,KS_Republic,good analog,Non Speciality Crop,
IA_Hardin,KS_Mitchell,good analog,Non Speciality Crop,
IA_Hardin,KS_Jewell,good analog,Non Speciality Crop,
IA_Hardin,NE_Saunders,good analog,Non Speciality Crop,
IA_Hardin,NE_Sarpy,good analog,Non Speciality Crop,
IA_Hardin,KS_Cloud,good analog,Non Speciality Crop,
IA_Hardin,KS_Washington,good analog,Non Speciality Crop,
IA_Hardin,KS_Rice,good analog,Non Speciality Crop,
IA_Hardin,KS_Kingman,good analog,Non Speciality Crop,
IA_Muscatine,KS_Harvey,good analog,Non Speciality Crop,
IA_Muscatine,KS_Sedgwick,good analog,Non Speciality Crop,
IA_Muscatine,KS_Reno,good analog,Non Speciality Crop,
IA_Muscatine,KS_Harper,good analog,Non Speciality Crop,
IA_Muscatine,KS_McPherson,good analog,Non Speciality Crop,
IA_Muscatine,KS_Jefferson,good analog,Non Speciality Crop,
IA_Muscatine,KS_Kingman,good analog,Non Speciality Crop,
IA_Muscatine,MO_Knox,good analog,Non Speciality Crop,
IA_Muscatine,KS_Leavenworth,good analog,Non Speciality Crop,
IA_Muscatine,MO_Shelby,good analog,Non Speciality Crop,
ID_Ada,UT_Davis,good analog,Speciality Crop,
ID_Ada,UT_Grand,good analog,Non Speciality Crop,
ID_Ada,ID_Canyon,good analog,Speciality Crop,
ID_Ada,ID_Payette,good analog,Speciality Crop,
ID_Ada,NV_Churchill,good analog,Non Speciality Crop,
ID_Ada,WA_Walla Walla,good analog,Speciality Crop,
ID_Ada,WA_Benton,good analog,Speciality Crop,
ID_Ada,CA_Inyo,good analog,Non Speciality Crop,
ID_Ada,ID_Gem,good analog,Non Speciality Crop,
ID_Ada,ID_Ada,good analog,Speciality Crop,
ID_Bingham,ID_Payette,good analog,Speciality Crop,
ID_Bingham,ID_Gooding,good analog,Speciality Crop,
ID_Bingham,ID_Gem,good analog,Non Speciality Crop,
ID_Bingham,ID_Ada,good analog,Speciality Crop,
ID_Bingham,OR_Malheur,good analog,Speciality Crop,
ID_Bingham,ID_Canyon,good analog,Speciality Crop,
ID_Bingham,UT_Davis,good analog,Speciality Crop,
ID_Bonneville,ID_Gem,good analog,Non Speciality Crop,
ID_Bonneville,ID_Gooding,good analog,Speciality Crop,
ID_Bonneville,ID_Ada,good analog,Speciality Crop,
ID_Bonneville,OR_Malheur,good analog,Speciality Crop,
ID_Bonneville,ID_Jerome,good analog,Speciality Crop,
ID_Bonneville,ID_Payette,good analog,Speciality Crop,
ID_Bonneville,UT_Box Elder,good analog,Speciality Crop,
ID_Bonneville,ID_Lincoln,good analog,Non Speciality Crop,
ID_Bonneville,ID_Canyon,good analog,Speciality Crop,
ID_Butte,UT_Uintah,good analog,Non Speciality Crop,
ID_Butte,ID_Gooding,good analog,Speciality Crop,
ID_Butte,MT_Treasure,good analog,Non Speciality Crop,
ID_Butte,ID_Lincoln,good analog,Non Speciality Crop,
ID_Butte,OR_Malheur,good analog,Speciality Crop,
ID_Butte,MT_Rosebud,good analog,Non Speciality Crop,
ID_Butte,WY_Big Horn,good analog,Non Speciality Crop,
ID_Butte,ID_Payette,good analog,Speciality Crop,
ID_Butte,ID_Bingham,good analog,Speciality Crop,
ID_Butte,ID_Canyon,good analog,Speciality Crop,
ID_Canyon,UT_Grand,good analog,Non Speciality Crop,
ID_Canyon,UT_Davis,good analog,Speciality Crop,
ID_Canyon,ID_Canyon,good analog,Speciality Crop,
ID_Canyon,NV_Churchill,good analog,Non Speciality Crop,
ID_Canyon,CA_Inyo,good analog,Non Speciality Crop,
ID_Canyon,WA_Walla Walla,good analog,Speciality Crop,
ID_Canyon,ID_Payette,good analog,Speciality Crop,
ID_Canyon,UT_Washington,good analog,Non Speciality Crop,
ID_Canyon,NV_Lincoln,good analog,Non Speciality Crop,
ID_Canyon,WA_Benton,good analog,Speciality Crop,
ID_Caribou,MT_Big Horn,good analog,Non Speciality Crop,
ID_Caribou,MT_Petroleum,good analog,Non Speciality Crop,
ID_Caribou,MT_Garfield,good analog,Non Speciality Crop,
ID_Caribou,MT_Rosebud,good analog,Non Speciality Crop,
ID_Caribou,MT_Powder River,good analog,Non Speciality Crop,
ID_Caribou,MT_Custer,good analog,Non Speciality Crop,
ID_Caribou,ID_Adams,good analog,Non Speciality Crop,
ID_Caribou,ID_Washington,good analog,Speciality Crop,
ID_Cassia,ID_Canyon,good analog,Speciality Crop,
ID_Cassia,ID_Payette,good analog,Speciality Crop,
ID_Cassia,ID_Ada,good analog,Speciality Crop,
ID_Cassia,ID_Gem,good analog,Non Speciality Crop,
ID_Cassia,UT_Davis,good analog,Speciality Crop,
ID_Cassia,NV_Churchill,good analog,Non Speciality Crop,
ID_Cassia,UT_Tooele,good analog,Non Speciality Crop,
ID_Cassia,UT_Grand,good analog,Non Speciality Crop,
ID_Cassia,UT_Utah,good analog,Speciality Crop,
ID_Cassia,ID_Gooding,good analog,Speciality Crop,
ID_Elmore,ID_Washington,good analog,Speciality Crop,
ID_Elmore,ID_Gem,good analog,Non Speciality Crop,
ID_Elmore,ID_Gooding,good analog,Speciality Crop,
ID_Elmore,OR_Malheur,good analog,Speciality Crop,
ID_Elmore,ID_Ada,good analog,Speciality Crop,
ID_Elmore,ID_Adams,good analog,Non Speciality Crop,
ID_Elmore,ID_Payette,good analog,Speciality Crop,
ID_Elmore,MT_Petroleum,good analog,Non Speciality Crop,
ID_Fremont,ID_Franklin,good analog,Non Speciality Crop,
ID_Fremont,UT_Cache,good analog,Non Speciality Crop,
ID_Fremont,MT_Chouteau,good analog,Non Speciality Crop,
ID_Fremont,ID_Power,good analog,Speciality Crop,
ID_Fremont,MT_Garfield,good analog,Non Speciality Crop,
ID_Fremont,MT_Petroleum,good analog,Non Speciality Crop,
ID_Fremont,MT_Cascade,good analog,Non Speciality Crop,
ID_Fremont,WY_Converse,good analog,Non Speciality Crop,
ID_Fremont,WY_Johnson,good analog,Non Speciality Crop,
ID_Fremont,WY_Campbell,good analog,Non Speciality Crop,
ID_Gooding,NV_Churchill,good analog,Non Speciality Crop,
ID_Gooding,UT_Grand,good analog,Non Speciality Crop,
ID_Gooding,ID_Payette,good analog,Speciality Crop,
ID_Gooding,ID_Canyon,good analog,Speciality Crop,
ID_Gooding,UT_Davis,good analog,Speciality Crop,
ID_Gooding,ID_Ada,good analog,Speciality Crop,
ID_Gooding,ID_Gooding,good analog,Speciality Crop,
ID_Gooding,CO_Crowley,good analog,Non Speciality Crop,
ID_Jefferson,ID_Gooding,good analog,Speciality Crop,
ID_Jefferson,UT_Uintah,good analog,Non Speciality Crop,
ID_Jefferson,OR_Malheur,good analog,Speciality Crop,
ID_Jefferson,ID_Payette,good analog,Speciality Crop,
ID_Jefferson,WY_Big Horn,good analog,Non Speciality Crop,
ID_Jefferson,ID_Jerome,good analog,Speciality Crop,
ID_Jefferson,MT_Treasure,good analog,Non Speciality Crop,
ID_Jefferson,ID_Gem,good analog,Non Speciality Crop,
ID_Jefferson,MT_Custer,good analog,Non Speciality Crop,
ID_Jefferson,ID_Lincoln,good analog,Non Speciality Crop,
ID_Jerome,ID_Payette,good analog,Speciality Crop,
ID_Jerome,ID_Canyon,good analog,Speciality Crop,
ID_Jerome,UT_Grand,good analog,Non Speciality Crop,
ID_Jerome,NV_Churchill,good analog,Non Speciality Crop,
ID_Jerome,ID_Ada,good analog,Speciality Crop,
ID_Jerome,ID_Gem,good analog,Non Speciality Crop,
ID_Jerome,ID_Gooding,good analog,Speciality Crop,
