State,value,Category
ID_Fremont,MT_Cascade,Non Speciality Crop
ID_Fremont,ID_Washington,Speciality Crop
ID_Fremont,ID_Gem,Non Speciality Crop
ID_Gooding,UT_Grand,Non Speciality Crop
ID_Gooding,NV_Churchill,Non Speciality Crop
ID_Gooding,CA_Inyo,Non Speciality Crop
ID_Gooding,ID_Payette,Speciality Crop
ID_Gooding,ID_Canyon,Speciality Crop
ID_Gooding,CO_Bent,Non Speciality Crop
ID_Gooding,UT_Davis,Speciality Crop
ID_Gooding,CO_Otero,Speciality Crop
ID_Jefferson,ID_Payette,Speciality Crop
ID_Jefferson,ID_Gem,Non Speciality Crop
ID_Jefferson,ID_Gooding,Speciality Crop
ID_Jefferson,NV_Churchill,Non Speciality Crop
ID_Jefferson,ID_Washington,Speciality Crop
ID_Jefferson,ID_Ada,Speciality Crop
ID_Jefferson,UT_Uintah,Non Speciality Crop
ID_Jefferson,OR_Malheur,Speciality Crop
ID_Jefferson,ID_Canyon,Speciality Crop
ID_Jefferson,ID_Jerome,Speciality Crop
ID_Jerome,NV_Churchill,Non Speciality Crop
ID_Jerome,UT_Grand,Non Speciality Crop
ID_Jerome,ID_Payette,Speciality Crop
ID_Jerome,ID_Canyon,Speciality Crop
ID_Jerome,CA_Inyo,Non Speciality Crop
ID_Jerome,ID_Ada,Speciality Crop
ID_Jerome,ID_Gem,Non Speciality Crop
ID_Jerome,WA_Walla Walla,Speciality Crop
ID_Madison,OR_Malheur,Speciality Crop
ID_Madison,UT_Tooele,Non Speciality Crop
ID_Madison,UT_Juab,Non Speciality Crop
ID_Madison,ID_Gem,Non Speciality Crop
ID_Madison,ID_Washington,Speciality Crop
ID_Madison,ID_Ada,Speciality Crop
ID_Madison,ID_Oneida,Non Speciality Crop
ID_Madison,MT_Cascade,Non Speciality Crop
ID_Madison,UT_Weber,Speciality Crop
ID_Madison,ID_Gooding,Speciality Crop
ID_Minidoka,ID_Payette,Speciality Crop
ID_Minidoka,NV_Churchill,Non Speciality Crop
ID_Minidoka,ID_Canyon,Speciality Crop
ID_Minidoka,UT_Grand,Non Speciality Crop
ID_Minidoka,ID_Ada,Speciality Crop
ID_Minidoka,ID_Gem,Non Speciality Crop
ID_Minidoka,CO_Crowley,Non Speciality Crop
ID_Minidoka,NV_Pershing,Non Speciality Crop
ID_Minidoka,ID_Gooding,Speciality Crop
ID_Minidoka,CO_Otero,Speciality Crop
ID_Owyhee,UT_Grand,Non Speciality Crop
ID_Owyhee,ID_Canyon,Speciality Crop
ID_Owyhee,NV_Churchill,Non Speciality Crop
ID_Owyhee,ID_Payette,Speciality Crop
ID_Owyhee,UT_Davis,Speciality Crop
ID_Owyhee,CA_Inyo,Non Speciality Crop
ID_Owyhee,ID_Ada,Speciality Crop
ID_Payette,NV_Lincoln,Non Speciality Crop
ID_Payette,NV_Churchill,Non Speciality Crop
ID_Payette,UT_Davis,Speciality Crop
ID_Payette,ID_Canyon,Speciality Crop
ID_Payette,ID_Payette,Speciality Crop
ID_Power,ID_Payette,Speciality Crop
ID_Power,ID_Gem,Non Speciality Crop
ID_Power,ID_Canyon,Speciality Crop
ID_Power,UT_Grand,Non Speciality Crop
ID_Power,NV_Churchill,Non Speciality Crop
ID_Power,ID_Gooding,Speciality Crop
ID_Power,ID_Ada,Speciality Crop
ID_Power,UT_Davis,Speciality Crop
ID_Power,WA_Walla Walla,Speciality Crop
ID_Teton,UT_Cache,Non Speciality Crop
ID_Teton,WY_Big Horn,Non Speciality Crop
ID_Teton,ID_Power,Speciality Crop
ID_Teton,ID_Franklin,Non Speciality Crop
ID_Twin Falls,UT_Grand,Non Speciality Crop
ID_Twin Falls,NV_Churchill,Non Speciality Crop
ID_Twin Falls,ID_Payette,Speciality Crop
ID_Twin Falls,ID_Canyon,Speciality Crop
ID_Twin Falls,CA_Inyo,Non Speciality Crop
ID_Twin Falls,WA_Walla Walla,Speciality Crop
ID_Twin Falls,NV_Lincoln,Non Speciality Crop
ID_Twin Falls,ID_Ada,Speciality Crop
ID_Washington,UT_Davis,Speciality Crop
ID_Washington,UT_Grand,Non Speciality Crop
ID_Washington,ID_Payette,Speciality Crop
ID_Washington,UT_Weber,Speciality Crop
ID_Washington,ID_Gem,Non Speciality Crop
ID_Washington,ID_Canyon,Speciality Crop
ID_Washington,NV_Churchill,Non Speciality Crop
IL_Cook,KS_Sedgwick,Non Speciality Crop
IL_Cook,KS_Harper,Non Speciality Crop
IL_Cook,KS_Leavenworth,Non Speciality Crop
IL_Cook,KS_Sumner,Non Speciality Crop
IL_Cook,KS_Kingman,Non Speciality Crop
IL_Cook,KS_Cowley,Non Speciality Crop
IL_Cook,KS_Harvey,Non Speciality Crop
IL_Cook,OK_Grant,Non Speciality Crop
IL_Cook,KS_Jefferson,Non Speciality Crop
IL_Cook,KS_Butler,Non Speciality Crop
IL_Kane,KS_Harvey,Non Speciality Crop
IL_Kane,KS_Reno,Non Speciality Crop
IL_Kane,KS_Kingman,Non Speciality Crop
IL_Kane,KS_McPherson,Non Speciality Crop
IL_Kane,KS_Harper,Non Speciality Crop
IL_Kane,OK_Grant,Non Speciality Crop
IL_Kane,OK_Alfalfa,Non Speciality Crop
IL_Kane,KS_Sumner,Non Speciality Crop
IL_Kane,KS_Rice,Non Speciality Crop
IL_Kane,KS_Sedgwick,Non Speciality Crop
IL_Kankakee,KS_Sedgwick,Non Speciality Crop
IL_Kankakee,KS_Kingman,Non Speciality Crop
IL_Kankakee,KS_Harper,Non Speciality Crop
IL_Kankakee,KS_Sumner,Non Speciality Crop
IL_Kankakee,KS_Leavenworth,Non Speciality Crop
IL_Kankakee,OK_Grant,Non Speciality Crop
IL_Kankakee,KS_Harvey,Non Speciality Crop
IL_Kankakee,KS_Jefferson,Non Speciality Crop
IL_Kankakee,KS_Cowley,Non Speciality Crop
IL_Kankakee,OK_Alfalfa,Non Speciality Crop
IL_La Salle,KS_Harper,Non Speciality Crop
IL_La Salle,KS_Kingman,Non Speciality Crop
IL_La Salle,KS_Sedgwick,Non Speciality Crop
IL_La Salle,KS_Sumner,Non Speciality Crop
IL_La Salle,KS_Harvey,Non Speciality Crop
IL_La Salle,OK_Grant,Non Speciality Crop
IL_La Salle,OK_Alfalfa,Non Speciality Crop
IL_La Salle,KS_Jefferson,Non Speciality Crop
IL_La Salle,KS_Atchison,Non Speciality Crop
IL_La Salle,OK_Major,Non Speciality Crop
IL_Lee,KS_Kingman,Non Speciality Crop
IL_Lee,KS_Reno,Non Speciality Crop
IL_Lee,KS_Rice,Non Speciality Crop
IL_Lee,KS_McPherson,Non Speciality Crop
IL_Lee,KS_Harper,Non Speciality Crop
IL_Lee,OK_Alfalfa,Non Speciality Crop
IL_Lee,OK_Grant,Non Speciality Crop
IL_Lee,KS_Republic,Non Speciality Crop
IL_Lee,KS_Harvey,Non Speciality Crop
IL_Lee,KS_Mitchell,Non Speciality Crop
IL_Madison,OK_Kay,Non Speciality Crop
IL_Madison,OK_Noble,Non Speciality Crop
IL_Madison,OK_Kingfisher,Non Speciality Crop
IL_Madison,OK_Tillman,Non Speciality Crop
IL_Madison,OK_Jackson,Non Speciality Crop
IL_Madison,OK_Garfield,Non Speciality Crop
IL_Madison,OK_Cotton,Non Speciality Crop
IL_Madison,TX_Wichita,Non Speciality Crop
IL_Madison,OK_Kiowa,Non Speciality Crop
IL_Madison,OK_Grant,Non Speciality Crop
IL_Marshall,KS_Harper,Non Speciality Crop
IL_Marshall,OK_Grant,Non Speciality Crop
IL_Marshall,KS_Sumner,Non Speciality Crop
IL_Marshall,OK_Alfalfa,Non Speciality Crop
IL_Marshall,KS_Kingman,Non Speciality Crop
IL_Marshall,OK_Major,Non Speciality Crop
IL_Marshall,KS_Reno,Non Speciality Crop
IL_Marshall,KS_Harvey,Non Speciality Crop
IL_Marshall,KS_Cowley,Non Speciality Crop
IL_Marshall,KS_Sedgwick,Non Speciality Crop
IL_Mason,OK_Grant,Non Speciality Crop
IL_Mason,OK_Kingfisher,Non Speciality Crop
IL_Mason,OK_Major,Non Speciality Crop
IL_Mason,OK_Garfield,Non Speciality Crop
IL_Mason,KS_Harper,Non Speciality Crop
IL_Mason,KS_Sumner,Non Speciality Crop
IL_Mason,OK_Kay,Non Speciality Crop
IL_Mason,OK_Alfalfa,Non Speciality Crop
IL_Mason,KS_Kingman,Non Speciality Crop
IL_Mason,KS_Sedgwick,Non Speciality Crop
IL_Moultrie,OK_Kingfisher,Non Speciality Crop
IL_Moultrie,KS_Sumner,Non Speciality Crop
IL_Moultrie,OK_Garfield,Non Speciality Crop
IL_Moultrie,OK_Grant,Non Speciality Crop
IL_Moultrie,KS_Sedgwick,Non Speciality Crop
IL_Moultrie,KS_Harper,Non Speciality Crop
IL_Moultrie,OK_Logan,Non Speciality Crop
IL_Moultrie,OK_Canadian,Non Speciality Crop
IL_Moultrie,KS_Cowley,Non Speciality Crop
IL_Moultrie,KS_Kingman,Non Speciality Crop
IL_Ogle,KS_Reno,Non Speciality Crop
IL_Ogle,KS_Rice,Non Speciality Crop
IL_Ogle,KS_Kingman,Non Speciality Crop
IL_Ogle,KS_Harvey,Non Speciality Crop
IL_Ogle,KS_McPherson,Non Speciality Crop
IL_Ogle,KS_Harper,Non Speciality Crop
IL_Ogle,OK_Alfalfa,Non Speciality Crop
IL_Ogle,OK_Grant,Non Speciality Crop
IL_Ogle,KS_Sumner,Non Speciality Crop
IL_Ogle,KS_Mitchell,Non Speciality Crop
IL_Peoria,KS_Sumner,Non Speciality Crop
IL_Peoria,OK_Grant,Non Speciality Crop
IL_Peoria,KS_Harper,Non Speciality Crop
IL_Peoria,OK_Alfalfa,Non Speciality Crop
IL_Peoria,KS_Kingman,Non Speciality Crop
IL_Peoria,KS_Cowley,Non Speciality Crop
IL_Peoria,KS_Sedgwick,Non Speciality Crop
IL_Peoria,KS_Harvey,Non Speciality Crop
IL_Peoria,KS_Reno,Non Speciality Crop
IL_Peoria,OK_Major,Non Speciality Crop
IL_Stark,KS_Harper,Non Speciality Crop
IL_Stark,KS_Kingman,Non Speciality Crop
IL_Stark,KS_Sumner,Non Speciality Crop
IL_Stark,KS_Sedgwick,Non Speciality Crop
IL_Stark,OK_Grant,Non Speciality Crop
IL_Stark,OK_Alfalfa,Non Speciality Crop
IL_Stark,KS_Harvey,Non Speciality Crop
IL_Stark,KS_Reno,Non Speciality Crop
IL_Stark,KS_Jefferson,Non Speciality Crop
IL_Stark,KS_McPherson,Non Speciality Crop
IL_Tazewell,OK_Grant,Non Speciality Crop
IL_Tazewell,KS_Harper,Non Speciality Crop
IL_Tazewell,KS_Sumner,Non Speciality Crop
IL_Tazewell,OK_Alfalfa,Non Speciality Crop
IL_Tazewell,OK_Garfield,Non Speciality Crop
IL_Tazewell,KS_Kingman,Non Speciality Crop
IL_Tazewell,OK_Major,Non Speciality Crop
IL_Tazewell,OK_Kay,Non Speciality Crop
IL_Tazewell,KS_Harvey,Non Speciality Crop
IL_Tazewell,KS_Sedgwick,Non Speciality Crop
IL_White,OK_Logan,Non Speciality Crop
IL_White,OK_Tillman,Non Speciality Crop
IL_White,OK_Murray,Non Speciality Crop
IL_White,OK_Cotton,Non Speciality Crop
IL_White,OK_Muskogee,Speciality Crop
IL_White,TX_Wichita,Non Speciality Crop
IL_White,TX_Wilbarger,Non Speciality Crop
IL_White,OK_Marshall,Speciality Crop
IL_White,OK_Kingfisher,Non Speciality Crop
IL_White,AR_Woodruff,Non Speciality Crop
IL_Whiteside,KS_Harper,Non Speciality Crop
IL_Whiteside,KS_Harper,Non Speciality Crop
IL_Whiteside,KS_Kingman,Non Speciality Crop
IL_Whiteside,KS_Kingman,Non Speciality Crop
IL_Whiteside,KS_Sedgwick,Non Speciality Crop
IL_Whiteside,KS_Sedgwick,Non Speciality Crop
IL_Whiteside,KS_Reno,Non Speciality Crop
IL_Whiteside,KS_Reno,Non Speciality Crop
IL_Whiteside,OK_Alfalfa,Non Speciality Crop
IL_Whiteside,OK_Alfalfa,Non Speciality Crop
IN_Bartholomew,AR_Greene,Non Speciality Crop
IN_Bartholomew,MO_Butler,Non Speciality Crop
IN_Bartholomew,MO_Dunklin,Speciality Crop
IN_Bartholomew,KS_Cowley,Non Speciality Crop
IN_Bartholomew,KS_Sumner,Non Speciality Crop
IN_Bartholomew,AR_Lawrence,Non Speciality Crop
IN_Bartholomew,OK_Kay,Non Speciality Crop
IN_Bartholomew,OK_Noble,Non Speciality Crop
IN_Bartholomew,OK_Logan,Non Speciality Crop
IN_Bartholomew,OK_Kingfisher,Non Speciality Crop
IN_Elkhart,KS_Sedgwick,Non Speciality Crop
IN_Elkhart,KS_Butler,Non Speciality Crop
IN_Elkhart,KS_Leavenworth,Non Speciality Crop
IN_Elkhart,KS_Sumner,Non Speciality Crop
IN_Elkhart,KS_Harper,Non Speciality Crop
IN_Elkhart,OK_Kay,Non Speciality Crop
IN_Elkhart,MO_Lewis,Non Speciality Crop
IN_Elkhart,KS_Harvey,Non Speciality Crop
IN_Elkhart,KS_Jefferson,Non Speciality Crop
IN_Elkhart,KS_Cowley,Non Speciality Crop
IN_Grant,KS_Harvey,Non Speciality Crop
IN_Grant,KS_Sedgwick,Non Speciality Crop
IN_Grant,KS_Butler,Non Speciality Crop
IN_Grant,KS_Sumner,Non Speciality Crop
IN_Grant,KS_Harper,Non Speciality Crop
IN_Grant,MO_Saint Louis,Non Speciality Crop
IN_Grant,MO_Saint Charles,Non Speciality Crop
IN_Grant,KS_Leavenworth,Non Speciality Crop
IN_Grant,KS_Kingman,Non Speciality Crop
IN_Grant,KS_Reno,Non Speciality Crop
IN_Knox,OK_Logan,Non Speciality Crop
IN_Knox,OK_Kay,Non Speciality Crop
IN_Knox,OK_Noble,Non Speciality Crop
IN_Knox,AR_Woodruff,Non Speciality Crop
IN_Knox,OK_Okfuskee,Non Speciality Crop
IN_Knox,OK_Muskogee,Speciality Crop
IN_Knox,OK_Kingfisher,Non Speciality Crop
IN_Knox,AR_Jackson,Non Speciality Crop
IN_Knox,TX_Wichita,Non Speciality Crop
IN_Knox,OK_Tillman,Non Speciality Crop
IN_Porter,KS_Sedgwick,Non Speciality Crop
IN_Porter,KS_Leavenworth,Non Speciality Crop
IN_Porter,KS_Harvey,Non Speciality Crop
IN_Porter,KS_Butler,Non Speciality Crop
IN_Porter,KS_Kingman,Non Speciality Crop
IN_Porter,KS_Harper,Non Speciality Crop
IN_Porter,OK_Grant,Non Speciality Crop
IN_Porter,OK_Garfield,Non Speciality Crop
IN_Porter,OK_Major,Non Speciality Crop
IN_Randolph,KS_Sedgwick,Non Speciality Crop
IN_Randolph,KS_Harvey,Non Speciality Crop
IN_Randolph,KS_Butler,Non Speciality Crop
IN_Randolph,IL_Randolph,Non Speciality Crop
IN_Randolph,KS_Sumner,Non Speciality Crop
IN_Randolph,KS_Cowley,Non Speciality Crop
IN_Randolph,KS_Harper,Non Speciality Crop
IN_Sullivan,OK_Canadian,Non Speciality Crop
IN_Sullivan,KS_Cowley,Non Speciality Crop
IN_Sullivan,OK_Logan,Non Speciality Crop
IN_Sullivan,OK_Payne,Non Speciality Crop
IN_Sullivan,OK_Tulsa,Speciality Crop
IN_Sullivan,OK_Kingfisher,Non Speciality Crop
IN_Sullivan,KS_Sedgwick,Non Speciality Crop
IN_Sullivan,OK_Caddo,Non Speciality Crop
IN_Sullivan,OK_Rogers,Speciality Crop
IN_Sullivan,OK_Kay,Non Speciality Crop
KS_Grant,OK_Harmon,Non Speciality Crop
KS_Grant,TX_Hall,Non Speciality Crop
KS_Grant,OK_Harper,Non Speciality Crop
KS_Grant,TX_Hardeman,Non Speciality Crop
KS_Grant,TX_Collingsworth,Non Speciality Crop
KS_Grant,TX_Childress,Non Speciality Crop
KS_Grant,TX_Cottle,Non Speciality Crop
KS_Grant,TX_Hemphill,Non Speciality Crop
KS_Grant,OK_Woods,Non Speciality Crop
KS_Grant,TX_Roberts,Non Speciality Crop
KS_Labette,OK_Tillman,Non Speciality Crop
KS_Labette,TX_Wilbarger,Non Speciality Crop
KS_Labette,TX_Wichita,Non Speciality Crop
KS_Labette,OK_Cotton,Non Speciality Crop
KS_Labette,TX_Foard,Non Speciality Crop
KS_Labette,TX_Clay,Speciality Crop
KS_Labette,OK_Jackson,Non Speciality Crop
KS_Labette,TX_Archer,Non Speciality Crop
KS_Labette,OK_Kiowa,Non Speciality Crop
KS_Labette,OK_Murray,Non Speciality Crop
MA_Bristol,MD_Calvert,Non Speciality Crop
MA_Bristol,MD_Somerset,Non Speciality Crop
MA_Bristol,MD_Saint Mary's,Non Speciality Crop
MA_Bristol,MD_Talbot,Non Speciality Crop
MA_Bristol,MD_Worcester,Speciality Crop
MA_Bristol,MD_Anne Arundel,Non Speciality Crop
MA_Bristol,VA_Westmoreland,Speciality Crop
MA_Bristol,VA_Middlesex,Non Speciality Crop
MA_Bristol,DE_Kent,Speciality Crop
MA_Bristol,NJ_Monmouth,Speciality Crop
MA_Franklin,MO_Macon,Non Speciality Crop
MA_Franklin,MO_Shelby,Non Speciality Crop
MA_Franklin,MO_Knox,Non Speciality Crop
MA_Hampshire,MO_Audrain,Non Speciality Crop
MA_Hampshire,IA_Lee,Non Speciality Crop
MA_Hampshire,MO_Saint Charles,Non Speciality Crop
MA_Hampshire,KS_Jefferson,Non Speciality Crop
MA_Middlesex,OR_Jackson,Speciality Crop
MA_Middlesex,IA_Lee,Non Speciality Crop
MA_Middlesex,NJ_Burlington,Speciality Crop
MA_Middlesex,IL_Henderson,Non Speciality Crop
MA_Middlesex,CA_Tuolumne,Non Speciality Crop
MA_Worcester,IL_Hancock,Non Speciality Crop
MA_Worcester,MO_Clark,Non Speciality Crop
MA_Worcester,IL_Adams,Non Speciality Crop
MA_Worcester,IA_Jefferson,Non Speciality Crop
MA_Worcester,IA_Lee,Non Speciality Crop
MA_Worcester,MO_Audrain,Non Speciality Crop
MD_Baltimore,MO_Dunklin,Speciality Crop
MD_Baltimore,AR_Greene,Non Speciality Crop
MD_Baltimore,AR_Jackson,Non Speciality Crop
MD_Baltimore,AR_Independence,Non Speciality Crop
MD_Baltimore,AR_Lawrence,Non Speciality Crop
MD_Baltimore,MO_New Madrid,Non Speciality Crop
MD_Baltimore,CA_Shasta,Speciality Crop
MD_Baltimore,AR_Woodruff,Non Speciality Crop
MD_Caroline,OK_Bryan,Speciality Crop
MD_Caroline,OK_Johnston,Non Speciality Crop
MD_Caroline,OK_Marshall,Speciality Crop
MD_Caroline,AR_Jackson,Non Speciality Crop
MD_Caroline,AR_Prairie,Non Speciality Crop
MD_Caroline,TX_Grayson,Speciality Crop
MD_Caroline,OK_Carter,Speciality Crop
MD_Caroline,OK_Atoka,Speciality Crop
MD_Carroll,MO_Dunklin,Speciality Crop
MD_Carroll,AR_Greene,Non Speciality Crop
MD_Carroll,AR_Jackson,Non Speciality Crop
MD_Carroll,AR_Clay,Non Speciality Crop
MD_Carroll,UT_Washington,Non Speciality Crop
MD_Carroll,MO_Scott,Non Speciality Crop
MD_Carroll,MO_New Madrid,Non Speciality Crop
MD_Carroll,AR_Independence,Non Speciality Crop
MD_Carroll,AR_Lawrence,Non Speciality Crop
MD_Carroll,MO_Butler,Non Speciality Crop
MD_Harford,AR_Jackson,Non Speciality Crop
MD_Harford,MO_Dunklin,Speciality Crop
MD_Harford,AR_Greene,Non Speciality Crop
MD_Harford,MO_Butler,Non Speciality Crop
MD_Harford,MO_New Madrid,Non Speciality Crop
MD_Harford,AR_Lawrence,Non Speciality Crop
MD_Harford,NV_Lincoln,Non Speciality Crop
MD_Harford,CA_Shasta,Speciality Crop
MD_Harford,AR_Woodruff,Non Speciality Crop
MD_Washington,AR_Greene,Non Speciality Crop
MD_Washington,MO_Dunklin,Speciality Crop
MD_Washington,AR_Jackson,Non Speciality Crop
MD_Washington,AR_Lawrence,Non Speciality Crop
MD_Washington,MO_New Madrid,Non Speciality Crop
MD_Washington,MO_Scott,Non Speciality Crop
MD_Washington,MO_Butler,Non Speciality Crop
MD_Washington,NV_Lincoln,Non Speciality Crop
MD_Washington,AR_Clay,Non Speciality Crop
MD_Washington,OK_Logan,Non Speciality Crop
MD_Wicomico,AR_Prairie,Non Speciality Crop
MD_Wicomico,AR_Lincoln,Non Speciality Crop
MD_Wicomico,AR_Jefferson,Speciality Crop
MD_Wicomico,AR_Arkansas,Non Speciality Crop
MD_Wicomico,TX_Grayson,Speciality Crop
MD_Wicomico,AR_Cleveland,Non Speciality Crop
MD_Wicomico,TX_Rockwall,Non Speciality Crop
MD_Wicomico,TX_Collin,Speciality Crop
MD_Wicomico,AR_Lonoke,Speciality Crop
MD_Wicomico,TX_Denton,Non Speciality Crop
MD_Worcester,AR_Jefferson,Speciality Crop
MD_Worcester,AR_Arkansas,Non Speciality Crop
MD_Worcester,AR_Lincoln,Non Speciality Crop
MD_Worcester,AR_Cleveland,Non Speciality Crop
MD_Worcester,MS_Sunflower,Non Speciality Crop
MD_Worcester,AR_Lonoke,Speciality Crop
MD_Worcester,AR_Monroe,Non Speciality Crop
MD_Worcester,AR_Prairie,Non Speciality Crop
ME_Androscoggin,IL_Henderson,Non Speciality Crop
ME_Androscoggin,OR_Jackson,Speciality Crop
ME_Androscoggin,IA_Lee,Non Speciality Crop
ME_Androscoggin,IA_Des Moines,Non Speciality Crop
ME_Androscoggin,IA_Henry,Non Speciality Crop
ME_Androscoggin,CA_Tuolumne,Non Speciality Crop
ME_Androscoggin,OR_Josephine,Speciality Crop
ME_Aroostook,MI_Saginaw,Speciality Crop
ME_Aroostook,MI_Midland,Non Speciality Crop
ME_Aroostook,WI_Milwaukee,Non Speciality Crop
ME_Aroostook,MI_Wayne,Non Speciality Crop
ME_Aroostook,OH_Defiance,Non Speciality Crop
ME_Aroostook,IL_Cook,Speciality Crop
ME_Cumberland,OR_Jackson,Speciality Crop
ME_Cumberland,IA_Lee,Non Speciality Crop
ME_Cumberland,IL_Henderson,Non Speciality Crop
ME_Cumberland,CA_Tuolumne,Non Speciality Crop
ME_Cumberland,IA_Henry,Non Speciality Crop
ME_Cumberland,IA_Jefferson,Non Speciality Crop
ME_Cumberland,OR_Josephine,Speciality Crop
ME_Cumberland,MO_Knox,Non Speciality Crop
ME_Oxford,IA_Muscatine,Speciality Crop
ME_Oxford,CA_Siskiyou,Speciality Crop
ME_Oxford,OR_Jackson,Speciality Crop
ME_Penobscot,OR_Jackson,Speciality Crop
ME_Penobscot,IA_Sioux,Non Speciality Crop
ME_Penobscot,IA_Lyon,Non Speciality Crop
ME_York,OR_Jackson,Speciality Crop
ME_York,CA_Tuolumne,Non Speciality Crop
ME_York,OR_Umatilla,Speciality Crop
ME_York,IA_Lee,Non Speciality Crop
ME_York,OR_Josephine,Speciality Crop
ME_York,IL_Hancock,Non Speciality Crop
ME_York,IL_Madison,Speciality Crop
MI_Allegan,UT_Washington,Non Speciality Crop
MI_Allegan,UT_Davis,Speciality Crop
MI_Allegan,KS_Jefferson,Non Speciality Crop
MI_Allegan,KS_Atchison,Non Speciality Crop
MI_Allegan,KS_Leavenworth,Non Speciality Crop
MI_Allegan,KS_Sedgwick,Non Speciality Crop
MI_Allegan,PA_Montgomery,Non Speciality Crop
MI_Allegan,OR_Jackson,Speciality Crop
MI_Allegan,CA_Shasta,Speciality Crop
MI_Antrim,OR_Jackson,Speciality Crop
MI_Antrim,WA_Columbia,Non Speciality Crop
MI_Antrim,WA_Garfield,Non Speciality Crop
MI_Antrim,OR_Umatilla,Speciality Crop
MI_Antrim,OR_Sherman,Non Speciality Crop
MI_Antrim,WA_Chelan,Speciality Crop
MI_Antrim,WA_Asotin,Non Speciality Crop
MI_Arenac,OR_Morrow,Speciality Crop
MI_Arenac,WA_Franklin,Speciality Crop
MI_Arenac,UT_Davis,Speciality Crop
MI_Arenac,WA_Walla Walla,Speciality Crop
MI_Arenac,OR_Umatilla,Speciality Crop
MI_Arenac,OR_Jackson,Speciality Crop
MI_Arenac,WA_Benton,Speciality Crop
MI_Arenac,UT_Salt Lake,Non Speciality Crop
MI_Arenac,UT_Weber,Speciality Crop
MI_Arenac,WA_Columbia,Non Speciality Crop
MI_Bay,UT_Davis,Speciality Crop
MI_Bay,WA_Benton,Speciality Crop
MI_Bay,OR_Morrow,Speciality Crop
MI_Bay,WA_Walla Walla,Speciality Crop
MI_Bay,WA_Franklin,Speciality Crop
MI_Bay,OR_Umatilla,Speciality Crop
MI_Bay,UT_Washington,Non Speciality Crop
MI_Bay,OR_Jackson,Speciality Crop
MI_Bay,UT_Salt Lake,Non Speciality Crop
MI_Benzie,OR_Jackson,Speciality Crop
MI_Benzie,WA_Columbia,Non Speciality Crop
MI_Benzie,MI_Wayne,Non Speciality Crop
MI_Benzie,OR_Umatilla,Speciality Crop
MI_Benzie,WA_Garfield,Non Speciality Crop
MI_Benzie,WA_Asotin,Non Speciality Crop
MI_Benzie,NY_Orleans,Speciality Crop
MI_Benzie,OH_Ottawa,Speciality Crop
MI_Berrien,UT_Washington,Non Speciality Crop
MI_Berrien,KS_Leavenworth,Non Speciality Crop
MI_Berrien,KS_Jefferson,Non Speciality Crop
MI_Berrien,PA_Montgomery,Non Speciality Crop
MI_Berrien,NJ_Burlington,Speciality Crop
MI_Berrien,NJ_Monmouth,Speciality Crop
MI_Berrien,CA_Shasta,Speciality Crop
MI_Berrien,KS_Sedgwick,Non Speciality Crop
MI_Branch,UT_Washington,Non Speciality Crop
MI_Branch,KS_Jefferson,Non Speciality Crop
MI_Branch,KS_Sedgwick,Non Speciality Crop
MI_Branch,KS_Harvey,Non Speciality Crop
MI_Branch,MO_Knox,Non Speciality Crop
MI_Branch,IL_Hancock,Non Speciality Crop
MI_Branch,KS_Leavenworth,Non Speciality Crop
MI_Branch,KS_Atchison,Non Speciality Crop
MI_Branch,KS_Sumner,Non Speciality Crop
MI_Cass,KS_Sedgwick,Non Speciality Crop
MI_Cass,KS_Butler,Non Speciality Crop
MI_Cass,UT_Washington,Non Speciality Crop
MI_Cass,KS_Sumner,Non Speciality Crop
MI_Cass,MO_Knox,Non Speciality Crop
MI_Cass,MO_Lewis,Non Speciality Crop
MI_Cass,MO_Shelby,Non Speciality Crop
MI_Cass,MO_Marion,Non Speciality Crop
MI_Cass,KS_Harvey,Non Speciality Crop
MI_Cass,KS_McPherson,Non Speciality Crop
MI_Delta,WI_Milwaukee,Non Speciality Crop
MI_Delta,OR_Jackson,Speciality Crop
MI_Delta,MA_Norfolk,Non Speciality Crop
MI_Delta,WA_Columbia,Non Speciality Crop
MI_Genesee,UT_Washington,Non Speciality Crop
MI_Genesee,UT_Davis,Speciality Crop
MI_Genesee,KS_Atchison,Non Speciality Crop
MI_Genesee,OR_Jackson,Speciality Crop
MI_Genesee,KS_Jefferson,Non Speciality Crop
MI_Genesee,KS_Leavenworth,Non Speciality Crop
MI_Genesee,WA_Walla Walla,Speciality Crop
MI_Genesee,KS_Sedgwick,Non Speciality Crop
MI_Grand Traverse,OR_Jackson,Speciality Crop
MI_Grand Traverse,OR_Umatilla,Speciality Crop
MI_Grand Traverse,WA_Columbia,Non Speciality Crop
MI_Grand Traverse,UT_Salt Lake,Non Speciality Crop
MI_Grand Traverse,UT_Weber,Speciality Crop
MI_Grand Traverse,UT_Davis,Speciality Crop
MI_Grand Traverse,WA_Walla Walla,Speciality Crop
MI_Grand Traverse,OR_Morrow,Speciality Crop
MI_Grand Traverse,OR_Wasco,Non Speciality Crop
MI_Grand Traverse,WA_Klickitat,Non Speciality Crop
MI_Gratiot,UT_Davis,Speciality Crop
MI_Gratiot,UT_Salt Lake,Non Speciality Crop
MI_Gratiot,OR_Jackson,Speciality Crop
MI_Gratiot,UT_Washington,Non Speciality Crop
MI_Gratiot,WA_Walla Walla,Speciality Crop
MI_Gratiot,WA_Benton,Speciality Crop
