State,value,Category,Scenario
ID_Fremont,MT_Cascade,Non Speciality Crop,RCP45
ID_Fremont,WY_Converse,Non Speciality Crop,RCP45
ID_Fremont,WY_Johnson,Non Speciality Crop,RCP45
ID_Fremont,WY_Campbell,Non Speciality Crop,RCP45
ID_Gooding,NV_Churchill,Non Speciality Crop,RCP45
ID_Gooding,UT_Grand,Non Speciality Crop,RCP45
ID_Gooding,ID_Payette,Speciality Crop,RCP45
ID_Gooding,ID_Canyon,Speciality Crop,RCP45
ID_Gooding,UT_Davis,Speciality Crop,RCP45
ID_Gooding,ID_Ada,Speciality Crop,RCP45
ID_Gooding,ID_Gooding,Speciality Crop,RCP45
ID_Gooding,CO_Crowley,Non Speciality Crop,RCP45
ID_Jefferson,ID_Gooding,Speciality Crop,RCP45
ID_Jefferson,UT_Uintah,Non Speciality Crop,RCP45
ID_Jefferson,OR_Malheur,Speciality Crop,RCP45
ID_Jefferson,ID_Payette,Speciality Crop,RCP45
ID_Jefferson,WY_Big Horn,Non Speciality Crop,RCP45
ID_Jefferson,ID_Jerome,Speciality Crop,RCP45
ID_Jefferson,MT_Treasure,Non Speciality Crop,RCP45
ID_Jefferson,ID_Gem,Non Speciality Crop,RCP45
ID_Jefferson,MT_Custer,Non Speciality Crop,RCP45
ID_Jefferson,ID_Lincoln,Non Speciality Crop,RCP45
ID_Jerome,ID_Payette,Speciality Crop,RCP45
ID_Jerome,ID_Canyon,Speciality Crop,RCP45
ID_Jerome,UT_Grand,Non Speciality Crop,RCP45
ID_Jerome,NV_Churchill,Non Speciality Crop,RCP45
ID_Jerome,ID_Ada,Speciality Crop,RCP45
ID_Jerome,ID_Gem,Non Speciality Crop,RCP45
ID_Jerome,ID_Gooding,Speciality Crop,RCP45
ID_Jerome,UT_Davis,Speciality Crop,RCP45
ID_Jerome,WA_Walla Walla,Speciality Crop,RCP45
ID_Jerome,WA_Benton,Speciality Crop,RCP45
ID_Madison,UT_Box Elder,Speciality Crop,RCP45
ID_Madison,UT_Cache,Non Speciality Crop,RCP45
ID_Madison,ID_Franklin,Non Speciality Crop,RCP45
ID_Madison,ID_Lincoln,Non Speciality Crop,RCP45
ID_Madison,MT_Petroleum,Non Speciality Crop,RCP45
ID_Madison,MT_Musselshell,Non Speciality Crop,RCP45
ID_Minidoka,ID_Canyon,Speciality Crop,RCP45
ID_Minidoka,ID_Payette,Speciality Crop,RCP45
ID_Minidoka,NV_Churchill,Non Speciality Crop,RCP45
ID_Minidoka,UT_Grand,Non Speciality Crop,RCP45
ID_Minidoka,ID_Ada,Speciality Crop,RCP45
ID_Minidoka,ID_Gem,Non Speciality Crop,RCP45
ID_Minidoka,ID_Gooding,Speciality Crop,RCP45
ID_Minidoka,ID_Jerome,Speciality Crop,RCP45
ID_Minidoka,UT_Juab,Non Speciality Crop,RCP45
ID_Minidoka,UT_Tooele,Non Speciality Crop,RCP45
ID_Owyhee,ID_Canyon,Speciality Crop,RCP45
ID_Owyhee,ID_Payette,Speciality Crop,RCP45
ID_Owyhee,UT_Grand,Non Speciality Crop,RCP45
ID_Owyhee,ID_Gem,Non Speciality Crop,RCP45
ID_Owyhee,ID_Ada,Speciality Crop,RCP45
ID_Owyhee,UT_Davis,Speciality Crop,RCP45
ID_Owyhee,WA_Walla Walla,Speciality Crop,RCP45
ID_Owyhee,NV_Churchill,Non Speciality Crop,RCP45
ID_Owyhee,WA_Benton,Speciality Crop,RCP45
ID_Owyhee,ID_Gooding,Speciality Crop,RCP45
ID_Payette,UT_Grand,Non Speciality Crop,RCP45
ID_Payette,UT_Davis,Speciality Crop,RCP45
ID_Payette,ID_Canyon,Speciality Crop,RCP45
ID_Payette,NV_Churchill,Non Speciality Crop,RCP45
ID_Payette,ID_Payette,Speciality Crop,RCP45
ID_Payette,WA_Walla Walla,Speciality Crop,RCP45
ID_Payette,WA_Benton,Speciality Crop,RCP45
ID_Payette,CA_Inyo,Non Speciality Crop,RCP45
ID_Power,ID_Gem,Non Speciality Crop,RCP45
ID_Power,ID_Gooding,Speciality Crop,RCP45
ID_Power,ID_Payette,Speciality Crop,RCP45
ID_Power,ID_Ada,Speciality Crop,RCP45
ID_Power,ID_Canyon,Speciality Crop,RCP45
ID_Power,OR_Malheur,Speciality Crop,RCP45
ID_Power,UT_Davis,Speciality Crop,RCP45
ID_Power,ID_Jerome,Speciality Crop,RCP45
ID_Power,UT_Tooele,Non Speciality Crop,RCP45
ID_Power,WA_Walla Walla,Speciality Crop,RCP45
ID_Teton,ID_Bannock,Non Speciality Crop,RCP45
ID_Teton,MT_Cascade,Non Speciality Crop,RCP45
ID_Teton,WY_Natrona,Non Speciality Crop,RCP45
ID_Teton,MT_Stillwater,Non Speciality Crop,RCP45
ID_Teton,OR_Baker,Speciality Crop,RCP45
ID_Teton,MT_Wheatland,Non Speciality Crop,RCP45
ID_Teton,WY_Johnson,Non Speciality Crop,RCP45
ID_Twin Falls,ID_Canyon,Speciality Crop,RCP45
ID_Twin Falls,ID_Payette,Speciality Crop,RCP45
ID_Twin Falls,UT_Grand,Non Speciality Crop,RCP45
ID_Twin Falls,ID_Ada,Speciality Crop,RCP45
ID_Twin Falls,NV_Churchill,Non Speciality Crop,RCP45
ID_Twin Falls,WA_Walla Walla,Speciality Crop,RCP45
ID_Twin Falls,UT_Davis,Speciality Crop,RCP45
ID_Twin Falls,WA_Benton,Speciality Crop,RCP45
ID_Twin Falls,NV_Pershing,Non Speciality Crop,RCP45
ID_Twin Falls,ID_Gem,Non Speciality Crop,RCP45
ID_Washington,ID_Payette,Speciality Crop,RCP45
ID_Washington,UT_Davis,Speciality Crop,RCP45
ID_Washington,ID_Gem,Non Speciality Crop,RCP45
ID_Washington,UT_Weber,Speciality Crop,RCP45
ID_Washington,UT_Grand,Non Speciality Crop,RCP45
ID_Washington,ID_Canyon,Speciality Crop,RCP45
ID_Washington,ID_Washington,Speciality Crop,RCP45
ID_Washington,NV_Churchill,Non Speciality Crop,RCP45
ID_Washington,WA_Walla Walla,Speciality Crop,RCP45
IL_Cook,KS_Leavenworth,Non Speciality Crop,RCP45
IL_Cook,KS_Jefferson,Non Speciality Crop,RCP45
IL_Cook,KS_Wyandotte,Non Speciality Crop,RCP45
IL_Cook,PA_Montgomery,Non Speciality Crop,RCP45
IL_Cook,KS_Atchison,Non Speciality Crop,RCP45
IL_Cook,KS_Harper,Non Speciality Crop,RCP45
IL_Cook,NJ_Mercer,Speciality Crop,RCP45
IL_Cook,KS_Sumner,Non Speciality Crop,RCP45
IL_Cook,KS_Kingman,Non Speciality Crop,RCP45
IL_Cook,KS_Sedgwick,Non Speciality Crop,RCP45
IL_Kane,KS_Brown,Non Speciality Crop,RCP45
IL_Kane,KS_Nemaha,Non Speciality Crop,RCP45
IL_Kane,KS_Atchison,Non Speciality Crop,RCP45
IL_Kane,KS_Marshall,Non Speciality Crop,RCP45
IL_Kane,NE_Richardson,Non Speciality Crop,RCP45
IL_Kane,MO_Macon,Non Speciality Crop,RCP45
IL_Kane,MO_Knox,Non Speciality Crop,RCP45
IL_Kane,KS_Kingman,Non Speciality Crop,RCP45
IL_Kane,KS_Reno,Non Speciality Crop,RCP45
IL_Kane,KS_Rice,Non Speciality Crop,RCP45
IL_Kankakee,KS_Leavenworth,Non Speciality Crop,RCP45
IL_Kankakee,KS_Jefferson,Non Speciality Crop,RCP45
IL_Kankakee,KS_Wyandotte,Non Speciality Crop,RCP45
IL_Kankakee,KS_Harvey,Non Speciality Crop,RCP45
IL_Kankakee,KS_Sedgwick,Non Speciality Crop,RCP45
IL_Kankakee,KS_Sumner,Non Speciality Crop,RCP45
IL_Kankakee,KS_Harper,Non Speciality Crop,RCP45
IL_Kankakee,KS_Kingman,Non Speciality Crop,RCP45
IL_Kankakee,IL_Hancock,Non Speciality Crop,RCP45
IL_Kankakee,KS_Atchison,Non Speciality Crop,RCP45
IL_La Salle,KS_Leavenworth,Non Speciality Crop,RCP45
IL_La Salle,KS_Jefferson,Non Speciality Crop,RCP45
IL_La Salle,KS_Atchison,Non Speciality Crop,RCP45
IL_La Salle,KS_Harper,Non Speciality Crop,RCP45
IL_La Salle,IL_Hancock,Non Speciality Crop,RCP45
IL_La Salle,KS_Harvey,Non Speciality Crop,RCP45
IL_La Salle,KS_Wyandotte,Non Speciality Crop,RCP45
IL_La Salle,KS_Kingman,Non Speciality Crop,RCP45
IL_La Salle,OK_Grant,Non Speciality Crop,RCP45
IL_La Salle,KS_Sedgwick,Non Speciality Crop,RCP45
IL_Lee,KS_Brown,Non Speciality Crop,RCP45
IL_Lee,KS_Atchison,Non Speciality Crop,RCP45
IL_Lee,KS_Jackson,Non Speciality Crop,RCP45
IL_Lee,KS_Washington,Non Speciality Crop,RCP45
IL_Lee,KS_Kingman,Non Speciality Crop,RCP45
IL_Lee,KS_Cloud,Non Speciality Crop,RCP45
IL_Lee,KS_Rice,Non Speciality Crop,RCP45
IL_Madison,OK_Kay,Non Speciality Crop,RCP45
IL_Madison,OK_Noble,Non Speciality Crop,RCP45
IL_Madison,OK_Logan,Non Speciality Crop,RCP45
IL_Madison,MO_Stoddard,Non Speciality Crop,RCP45
IL_Madison,AR_Greene,Non Speciality Crop,RCP45
IL_Madison,MO_Butler,Non Speciality Crop,RCP45
IL_Madison,OK_Kingfisher,Non Speciality Crop,RCP45
IL_Madison,MO_Scott,Non Speciality Crop,RCP45
IL_Madison,AR_Lawrence,Non Speciality Crop,RCP45
IL_Madison,MO_New Madrid,Non Speciality Crop,RCP45
IL_Marshall,KS_Sedgwick,Non Speciality Crop,RCP45
IL_Marshall,KS_Harvey,Non Speciality Crop,RCP45
IL_Marshall,KS_Reno,Non Speciality Crop,RCP45
IL_Marshall,KS_Kingman,Non Speciality Crop,RCP45
IL_Marshall,KS_McPherson,Non Speciality Crop,RCP45
IL_Marshall,OK_Grant,Non Speciality Crop,RCP45
IL_Marshall,OK_Alfalfa,Non Speciality Crop,RCP45
IL_Marshall,MO_Lewis,Non Speciality Crop,RCP45
IL_Marshall,MO_Shelby,Non Speciality Crop,RCP45
IL_Marshall,KS_Leavenworth,Non Speciality Crop,RCP45
IL_Mason,KS_Sumner,Non Speciality Crop,RCP45
IL_Mason,KS_Sedgwick,Non Speciality Crop,RCP45
IL_Mason,KS_Kingman,Non Speciality Crop,RCP45
IL_Mason,KS_Harper,Non Speciality Crop,RCP45
IL_Mason,KS_Cowley,Non Speciality Crop,RCP45
IL_Mason,IL_Madison,Speciality Crop,RCP45
IL_Mason,KS_Harvey,Non Speciality Crop,RCP45
IL_Mason,OK_Grant,Non Speciality Crop,RCP45
IL_Mason,KS_Leavenworth,Non Speciality Crop,RCP45
IL_Mason,MO_Saint Louis,Non Speciality Crop,RCP45
IL_Moultrie,KS_Sumner,Non Speciality Crop,RCP45
IL_Moultrie,KS_Cowley,Non Speciality Crop,RCP45
IL_Moultrie,OK_Kay,Non Speciality Crop,RCP45
IL_Moultrie,IL_Saint Clair,Non Speciality Crop,RCP45
IL_Moultrie,MO_Butler,Non Speciality Crop,RCP45
IL_Moultrie,KS_Sedgwick,Non Speciality Crop,RCP45
IL_Moultrie,OK_Grant,Non Speciality Crop,RCP45
IL_Moultrie,MO_Saint Louis,Non Speciality Crop,RCP45
IL_Moultrie,OK_Garfield,Non Speciality Crop,RCP45
IL_Ogle,KS_Brown,Non Speciality Crop,RCP45
IL_Ogle,KS_Republic,Non Speciality Crop,RCP45
IL_Ogle,NE_Richardson,Non Speciality Crop,RCP45
IL_Ogle,KS_Nemaha,Non Speciality Crop,RCP45
IL_Ogle,MO_Macon,Non Speciality Crop,RCP45
IL_Ogle,KS_Kingman,Non Speciality Crop,RCP45
IL_Ogle,KS_Rice,Non Speciality Crop,RCP45
IL_Peoria,KS_Harvey,Non Speciality Crop,RCP45
IL_Peoria,KS_Reno,Non Speciality Crop,RCP45
IL_Peoria,KS_McPherson,Non Speciality Crop,RCP45
IL_Peoria,KS_Sedgwick,Non Speciality Crop,RCP45
IL_Peoria,MO_Lewis,Non Speciality Crop,RCP45
IL_Peoria,KS_Marion,Non Speciality Crop,RCP45
IL_Peoria,KS_Leavenworth,Non Speciality Crop,RCP45
IL_Peoria,KS_Jefferson,Non Speciality Crop,RCP45
IL_Peoria,KS_Kingman,Non Speciality Crop,RCP45
IL_Peoria,KS_Harper,Non Speciality Crop,RCP45
IL_Stark,KS_Marion,Non Speciality Crop,RCP45
IL_Stark,KS_Clay,Non Speciality Crop,RCP45
IL_Stark,KS_Harvey,Non Speciality Crop,RCP45
IL_Stark,KS_Jefferson,Non Speciality Crop,RCP45
IL_Stark,KS_Reno,Non Speciality Crop,RCP45
IL_Stark,KS_Harper,Non Speciality Crop,RCP45
IL_Stark,KS_McPherson,Non Speciality Crop,RCP45
IL_Stark,KS_Leavenworth,Non Speciality Crop,RCP45
IL_Stark,KS_Morris,Non Speciality Crop,RCP45
IL_Stark,KS_Kingman,Non Speciality Crop,RCP45
IL_Tazewell,KS_Sedgwick,Non Speciality Crop,RCP45
IL_Tazewell,KS_Harvey,Non Speciality Crop,RCP45
IL_Tazewell,KS_Kingman,Non Speciality Crop,RCP45
IL_Tazewell,KS_Butler,Non Speciality Crop,RCP45
IL_Tazewell,KS_Reno,Non Speciality Crop,RCP45
IL_Tazewell,OK_Grant,Non Speciality Crop,RCP45
IL_Tazewell,OK_Alfalfa,Non Speciality Crop,RCP45
IL_Tazewell,KS_Sumner,Non Speciality Crop,RCP45
IL_Tazewell,KS_Leavenworth,Non Speciality Crop,RCP45
IL_Tazewell,KS_Harper,Non Speciality Crop,RCP45
IL_White,OK_Muskogee,Speciality Crop,RCP45
IL_White,AR_Jackson,Non Speciality Crop,RCP45
IL_White,AR_Poinsett,Non Speciality Crop,RCP45
IL_White,AR_Woodruff,Non Speciality Crop,RCP45
IL_White,AR_Clay,Non Speciality Crop,RCP45
IL_White,MO_Dunklin,Speciality Crop,RCP45
IL_White,AR_Lawrence,Non Speciality Crop,RCP45
IL_White,MO_Butler,Non Speciality Crop,RCP45
IL_White,AR_White,Non Speciality Crop,RCP45
IL_White,OK_Wagoner,Non Speciality Crop,RCP45
IL_Whiteside,KS_Atchison,Non Speciality Crop,RCP45
IL_Whiteside,KS_Atchison,Non Speciality Crop,RCP45
IL_Whiteside,IL_Hancock,Non Speciality Crop,RCP45
IL_Whiteside,IL_Hancock,Non Speciality Crop,RCP45
IL_Whiteside,IA_Lee,Non Speciality Crop,RCP45
IL_Whiteside,IA_Lee,Non Speciality Crop,RCP45
IL_Whiteside,KS_Cloud,Non Speciality Crop,RCP45
IL_Whiteside,KS_Cloud,Non Speciality Crop,RCP45
IL_Whiteside,KS_Rice,Non Speciality Crop,RCP45
IL_Whiteside,KS_Rice,Non Speciality Crop,RCP45
IN_Bartholomew,MO_Butler,Non Speciality Crop,RCP45
IN_Bartholomew,MO_New Madrid,Non Speciality Crop,RCP45
IN_Bartholomew,MO_Dunklin,Speciality Crop,RCP45
IN_Bartholomew,MO_Stoddard,Non Speciality Crop,RCP45
IN_Bartholomew,MO_Scott,Non Speciality Crop,RCP45
IN_Bartholomew,AR_Greene,Non Speciality Crop,RCP45
IN_Elkhart,KS_Leavenworth,Non Speciality Crop,RCP45
IN_Elkhart,NJ_Mercer,Speciality Crop,RCP45
IN_Elkhart,PA_Montgomery,Non Speciality Crop,RCP45
IN_Elkhart,PA_Lancaster,Speciality Crop,RCP45
IN_Elkhart,KS_Atchison,Non Speciality Crop,RCP45
IN_Elkhart,MO_Audrain,Non Speciality Crop,RCP45
IN_Elkhart,MO_Lewis,Non Speciality Crop,RCP45
IN_Grant,MO_Saint Louis,Non Speciality Crop,RCP45
IN_Grant,IL_Saint Clair,Non Speciality Crop,RCP45
IN_Grant,MO_Saint Charles,Non Speciality Crop,RCP45
IN_Grant,IL_Madison,Speciality Crop,RCP45
IN_Grant,KS_Leavenworth,Non Speciality Crop,RCP45
IN_Grant,KS_Sedgwick,Non Speciality Crop,RCP45
IN_Knox,AR_Greene,Non Speciality Crop,RCP45
IN_Knox,MO_Dunklin,Speciality Crop,RCP45
IN_Knox,AR_Lawrence,Non Speciality Crop,RCP45
IN_Knox,MO_Scott,Non Speciality Crop,RCP45
IN_Knox,AR_Independence,Non Speciality Crop,RCP45
IN_Knox,AR_Clay,Non Speciality Crop,RCP45
IN_Knox,MO_Butler,Non Speciality Crop,RCP45
IN_Knox,MO_Stoddard,Non Speciality Crop,RCP45
IN_Knox,MO_New Madrid,Non Speciality Crop,RCP45
IN_Knox,MO_Mississippi,Non Speciality Crop,RCP45
IN_Porter,KS_Leavenworth,Non Speciality Crop,RCP45
IN_Porter,KS_Jefferson,Non Speciality Crop,RCP45
IN_Porter,PA_Montgomery,Non Speciality Crop,RCP45
IN_Porter,KS_Wyandotte,Non Speciality Crop,RCP45
IN_Porter,KS_Sedgwick,Non Speciality Crop,RCP45
IN_Porter,KS_Kingman,Non Speciality Crop,RCP45
IN_Porter,IL_Madison,Speciality Crop,RCP45
IN_Porter,KS_Atchison,Non Speciality Crop,RCP45
IN_Porter,KS_Sumner,Non Speciality Crop,RCP45
IN_Porter,KS_Harper,Non Speciality Crop,RCP45
IN_Randolph,MO_Saint Louis,Non Speciality Crop,RCP45
IN_Randolph,IL_Saint Clair,Non Speciality Crop,RCP45
IN_Randolph,MO_Saint Charles,Non Speciality Crop,RCP45
IN_Randolph,NJ_Camden,Speciality Crop,RCP45
IN_Randolph,IL_Madison,Speciality Crop,RCP45
IN_Randolph,IL_Jefferson,Non Speciality Crop,RCP45
IN_Sullivan,MO_Butler,Non Speciality Crop,RCP45
IN_Sullivan,AR_Randolph,Non Speciality Crop,RCP45
IN_Sullivan,MO_Stoddard,Non Speciality Crop,RCP45
IN_Sullivan,AR_Clay,Non Speciality Crop,RCP45
IN_Sullivan,MO_New Madrid,Non Speciality Crop,RCP45
IN_Sullivan,MO_Scott,Non Speciality Crop,RCP45
IN_Sullivan,OK_Kingfisher,Non Speciality Crop,RCP45
KS_Grant,OK_Harper,Non Speciality Crop,RCP45
KS_Grant,OK_Woods,Non Speciality Crop,RCP45
KS_Grant,TX_Collingsworth,Non Speciality Crop,RCP45
KS_Grant,TX_Roberts,Non Speciality Crop,RCP45
KS_Grant,OK_Woodward,Non Speciality Crop,RCP45
KS_Grant,TX_Donley,Non Speciality Crop,RCP45
KS_Grant,TX_Hemphill,Non Speciality Crop,RCP45
KS_Grant,OK_Beaver,Non Speciality Crop,RCP45
KS_Grant,TX_Hansford,Non Speciality Crop,RCP45
KS_Grant,TX_Lipscomb,Non Speciality Crop,RCP45
KS_Labette,OK_Tillman,Non Speciality Crop,RCP45
KS_Labette,OK_Cotton,Non Speciality Crop,RCP45
KS_Labette,OK_Jackson,Non Speciality Crop,RCP45
KS_Labette,OK_Kingfisher,Non Speciality Crop,RCP45
KS_Labette,TX_Wilbarger,Non Speciality Crop,RCP45
KS_Labette,OK_Noble,Non Speciality Crop,RCP45
KS_Labette,OK_Kiowa,Non Speciality Crop,RCP45
KS_Labette,TX_Wichita,Non Speciality Crop,RCP45
KS_Labette,OK_Kay,Non Speciality Crop,RCP45
KS_Labette,TX_Foard,Non Speciality Crop,RCP45
MA_Bristol,NY_Westchester,Non Speciality Crop,RCP45
MA_Bristol,NJ_Monmouth,Speciality Crop,RCP45
MA_Bristol,VA_Accomack,Speciality Crop,RCP45
MA_Bristol,DE_Kent,Speciality Crop,RCP45
MA_Bristol,RI_Newport,Speciality Crop,RCP45
MA_Bristol,CT_Fairfield,Non Speciality Crop,RCP45
MA_Bristol,MD_Calvert,Non Speciality Crop,RCP45
MA_Bristol,MD_Somerset,Non Speciality Crop,RCP45
MA_Bristol,OH_Erie,Speciality Crop,RCP45
MA_Bristol,MD_Saint Mary's,Non Speciality Crop,RCP45
MA_Franklin,IA_Des Moines,Non Speciality Crop,RCP45
MA_Franklin,NJ_Mercer,Speciality Crop,RCP45
MA_Franklin,PA_Montgomery,Non Speciality Crop,RCP45
MA_Hampshire,IA_Lee,Non Speciality Crop,RCP45
MA_Hampshire,IL_Henderson,Non Speciality Crop,RCP45
MA_Hampshire,IL_Hancock,Non Speciality Crop,RCP45
MA_Hampshire,MO_Knox,Non Speciality Crop,RCP45
MA_Middlesex,NY_Westchester,Non Speciality Crop,RCP45
MA_Middlesex,MI_Berrien,Speciality Crop,RCP45
MA_Middlesex,OH_Ottawa,Speciality Crop,RCP45
MA_Middlesex,MI_Wayne,Non Speciality Crop,RCP45
MA_Middlesex,PA_Bucks,Speciality Crop,RCP45
MA_Middlesex,CT_Fairfield,Non Speciality Crop,RCP45
MA_Middlesex,IL_Cook,Speciality Crop,RCP45
MA_Middlesex,PA_Cumberland,Speciality Crop,RCP45
MA_Middlesex,OR_Jackson,Speciality Crop,RCP45
MA_Middlesex,NJ_Mercer,Speciality Crop,RCP45
MA_Worcester,NJ_Mercer,Speciality Crop,RCP45
MA_Worcester,NJ_Somerset,Non Speciality Crop,RCP45
MA_Worcester,PA_Bucks,Speciality Crop,RCP45
MA_Worcester,IL_Mercer,Non Speciality Crop,RCP45
MA_Worcester,OR_Jackson,Speciality Crop,RCP45
MA_Worcester,PA_Montgomery,Non Speciality Crop,RCP45
MA_Worcester,IA_Des Moines,Non Speciality Crop,RCP45
MD_Baltimore,MO_New Madrid,Non Speciality Crop,RCP45
MD_Baltimore,MO_Dunklin,Speciality Crop,RCP45
MD_Baltimore,AR_Greene,Non Speciality Crop,RCP45
MD_Baltimore,VA_Essex,Non Speciality Crop,RCP45
MD_Baltimore,MO_Scott,Non Speciality Crop,RCP45
MD_Baltimore,MO_Butler,Non Speciality Crop,RCP45
MD_Baltimore,MO_Stoddard,Non Speciality Crop,RCP45
MD_Baltimore,MD_Wicomico,Speciality Crop,RCP45
MD_Baltimore,MD_Charles,Non Speciality Crop,RCP45
MD_Baltimore,VA_Westmoreland,Speciality Crop,RCP45
MD_Caroline,AR_Woodruff,Non Speciality Crop,RCP45
MD_Caroline,AR_Jackson,Non Speciality Crop,RCP45
MD_Caroline,AR_Prairie,Non Speciality Crop,RCP45
MD_Caroline,AR_White,Non Speciality Crop,RCP45
MD_Caroline,AR_Greene,Non Speciality Crop,RCP45
MD_Caroline,AR_Pulaski,Non Speciality Crop,RCP45
MD_Caroline,AR_Poinsett,Non Speciality Crop,RCP45
MD_Caroline,TN_Lake,Non Speciality Crop,RCP45
MD_Carroll,VA_Essex,Non Speciality Crop,RCP45
MD_Carroll,MO_New Madrid,Non Speciality Crop,RCP45
MD_Carroll,MO_Scott,Non Speciality Crop,RCP45
MD_Carroll,MO_Butler,Non Speciality Crop,RCP45
MD_Carroll,TN_Lake,Non Speciality Crop,RCP45
MD_Carroll,MO_Stoddard,Non Speciality Crop,RCP45
MD_Carroll,VA_Westmoreland,Speciality Crop,RCP45
MD_Carroll,MD_Charles,Non Speciality Crop,RCP45
MD_Carroll,UT_Washington,Non Speciality Crop,RCP45
MD_Carroll,MO_Dunklin,Speciality Crop,RCP45
MD_Harford,MO_Dunklin,Speciality Crop,RCP45
MD_Harford,AR_Clay,Non Speciality Crop,RCP45
MD_Harford,AR_Greene,Non Speciality Crop,RCP45
MD_Harford,MO_New Madrid,Non Speciality Crop,RCP45
MD_Harford,VA_Essex,Non Speciality Crop,RCP45
MD_Harford,MO_Butler,Non Speciality Crop,RCP45
MD_Harford,MD_Charles,Non Speciality Crop,RCP45
MD_Harford,TN_Lake,Non Speciality Crop,RCP45
MD_Harford,MO_Pemiscot,Non Speciality Crop,RCP45
MD_Washington,MO_Butler,Non Speciality Crop,RCP45
MD_Washington,VA_Essex,Non Speciality Crop,RCP45
MD_Washington,UT_Washington,Non Speciality Crop,RCP45
MD_Washington,MO_Dunklin,Speciality Crop,RCP45
MD_Washington,MO_New Madrid,Non Speciality Crop,RCP45
MD_Washington,MD_Charles,Non Speciality Crop,RCP45
MD_Washington,MD_Talbot,Non Speciality Crop,RCP45
MD_Washington,MO_Scott,Non Speciality Crop,RCP45
MD_Washington,MO_Stoddard,Non Speciality Crop,RCP45
MD_Washington,AR_Clay,Non Speciality Crop,RCP45
MD_Wicomico,AR_Prairie,Non Speciality Crop,RCP45
MD_Wicomico,AR_Pulaski,Non Speciality Crop,RCP45
MD_Wicomico,AR_Lonoke,Speciality Crop,RCP45
MD_Wicomico,AR_Jefferson,Speciality Crop,RCP45
MD_Wicomico,AR_Jackson,Non Speciality Crop,RCP45
MD_Wicomico,AR_Woodruff,Non Speciality Crop,RCP45
MD_Wicomico,AR_White,Non Speciality Crop,RCP45
MD_Wicomico,TN_Lauderdale,Non Speciality Crop,RCP45
MD_Wicomico,AR_Cleveland,Non Speciality Crop,RCP45
MD_Wicomico,AR_Arkansas,Non Speciality Crop,RCP45
MD_Worcester,AR_Lonoke,Speciality Crop,RCP45
MD_Worcester,AR_Jefferson,Speciality Crop,RCP45
MD_Worcester,AR_Prairie,Non Speciality Crop,RCP45
MD_Worcester,AR_Arkansas,Non Speciality Crop,RCP45
MD_Worcester,AR_Pulaski,Non Speciality Crop,RCP45
MD_Worcester,AR_Woodruff,Non Speciality Crop,RCP45
MD_Worcester,NC_Camden,Non Speciality Crop,RCP45
MD_Worcester,VA_Gloucester,Non Speciality Crop,RCP45
MD_Worcester,AR_Monroe,Non Speciality Crop,RCP45
MD_Worcester,AR_Cleveland,Non Speciality Crop,RCP45
ME_Androscoggin,IL_Cook,Speciality Crop,RCP45
ME_Androscoggin,WI_Milwaukee,Non Speciality Crop,RCP45
ME_Androscoggin,MI_Wayne,Non Speciality Crop,RCP45
ME_Androscoggin,MI_Kalamazoo,Speciality Crop,RCP45
ME_Androscoggin,OR_Jackson,Speciality Crop,RCP45
ME_Androscoggin,PA_Montgomery,Non Speciality Crop,RCP45
ME_Androscoggin,NJ_Mercer,Speciality Crop,RCP45
ME_Aroostook,MI_Arenac,Speciality Crop,RCP45
ME_Aroostook,MI_Presque Isle,Speciality Crop,RCP45
ME_Aroostook,MI_Alcona,Non Speciality Crop,RCP45
ME_Aroostook,WI_Milwaukee,Non Speciality Crop,RCP45
ME_Aroostook,MI_Tuscola,Speciality Crop,RCP45
ME_Cumberland,OR_Jackson,Speciality Crop,RCP45
ME_Cumberland,CT_Hartford,Speciality Crop,RCP45
ME_Cumberland,IL_Cook,Speciality Crop,RCP45
ME_Oxford,MI_Kent,Speciality Crop,RCP45
ME_Oxford,CT_Hartford,Speciality Crop,RCP45
ME_Oxford,WI_Walworth,Speciality Crop,RCP45
ME_Penobscot,WI_Walworth,Speciality Crop,RCP45
ME_Penobscot,MI_Saginaw,Speciality Crop,RCP45
ME_Penobscot,IL_Lake,Non Speciality Crop,RCP45
ME_Penobscot,MI_Tuscola,Speciality Crop,RCP45
ME_Penobscot,WI_Milwaukee,Non Speciality Crop,RCP45
ME_Penobscot,MI_Midland,Non Speciality Crop,RCP45
ME_Penobscot,IA_Sioux,Non Speciality Crop,RCP45
ME_York,OR_Jackson,Speciality Crop,RCP45
ME_York,MI_Wayne,Non Speciality Crop,RCP45
ME_York,OR_Umatilla,Speciality Crop,RCP45
ME_York,MI_Kalamazoo,Speciality Crop,RCP45
ME_York,MI_Berrien,Speciality Crop,RCP45
ME_York,OR_Josephine,Speciality Crop,RCP45
MI_Allegan,OH_Ottawa,Speciality Crop,RCP45
MI_Allegan,PA_Montgomery,Non Speciality Crop,RCP45
MI_Allegan,MO_Knox,Non Speciality Crop,RCP45
MI_Allegan,UT_Davis,Speciality Crop,RCP45
MI_Allegan,NY_Westchester,Non Speciality Crop,RCP45
MI_Allegan,NJ_Monmouth,Speciality Crop,RCP45
MI_Allegan,MO_Macon,Non Speciality Crop,RCP45
MI_Allegan,NJ_Salem,Speciality Crop,RCP45
MI_Antrim,OR_Jackson,Speciality Crop,RCP45
